zipcode,Town,date,Count,Tests,town_population
01827,Dunstable,2020-08-05,10,440,3332
01827,Dunstable,2020-08-12,10,485,3332
01827,Dunstable,2020-08-19,10,556,3332
01827,Dunstable,2020-08-26,10,617,3332
01827,Dunstable,2020-09-02,10,685,3332
01827,Dunstable,2020-09-09,10,763,3332
01827,Dunstable,2020-09-16,10,852,3332
01012,Chesterfield,2020-04-22,3,NA,1500
01012,Chesterfield,2020-04-29,3,NA,1500
01012,Chesterfield,2020-05-06,3,NA,1500
01012,Chesterfield,2020-05-13,3,NA,1500
01012,Chesterfield,2020-05-20,3,NA,1500
01012,Chesterfield,2020-05-27,0,37,1500
01012,Chesterfield,2020-06-03,0,48,1500
01012,Chesterfield,2020-06-10,3,56,1500
01012,Chesterfield,2020-06-17,3,61,1500
01012,Chesterfield,2020-06-24,3,67,1500
01012,Chesterfield,2020-07-01,0,78,1500
01012,Chesterfield,2020-07-08,3,85,1500
01012,Chesterfield,2020-07-15,3,93,1500
01012,Chesterfield,2020-07-22,3,111,1500
01012,Chesterfield,2020-07-29,3,127,1500
01012,Chesterfield,2020-08-05,3,141,1500
01012,Chesterfield,2020-08-12,3,154,1500
01012,Chesterfield,2020-08-19,5,171,1500
01012,Chesterfield,2020-08-26,6,201,1500
01012,Chesterfield,2020-09-02,5,231,1500
01012,Chesterfield,2020-09-09,5,266,1500
01012,Chesterfield,2020-09-16,5,299,1500
01501,Auburn,2020-04-22,45,NA,16492
01501,Auburn,2020-04-29,55,NA,16492
01501,Auburn,2020-05-06,152,NA,16492
01501,Auburn,2020-05-13,159,NA,16492
01501,Auburn,2020-05-20,184,NA,16492
01501,Auburn,2020-05-27,196,1257,16492
01501,Auburn,2020-06-03,205,1377,16492
01501,Auburn,2020-06-10,209,1476,16492
01501,Auburn,2020-06-17,213,1585,16492
01501,Auburn,2020-06-24,213,1738,16492
01501,Auburn,2020-07-01,214,2324,16492
01501,Auburn,2020-07-08,216,2502,16492
01501,Auburn,2020-07-15,217,2612,16492
01501,Auburn,2020-07-22,220,2885,16492
01501,Auburn,2020-07-29,223,3100,16492
01501,Auburn,2020-08-05,232,3401,16492
01501,Auburn,2020-08-12,233,3682,16492
01501,Auburn,2020-08-19,236,4110,16492
01501,Auburn,2020-08-26,240,4495,16492
01501,Auburn,2020-09-02,245,4939,16492
01501,Auburn,2020-09-09,245,5412,16492
01501,Auburn,2020-09-16,250,5946,16492
02072,Stoughton,2020-04-22,305,NA,27658
02072,Stoughton,2020-04-29,401,NA,27658
02072,Stoughton,2020-05-06,485,NA,27658
02072,Stoughton,2020-05-13,512,NA,27658
02072,Stoughton,2020-05-20,557,NA,27658
02072,Stoughton,2020-05-27,576,2637,27658
02072,Stoughton,2020-06-03,591,2854,27658
02072,Stoughton,2020-06-10,597,3100,27658
02072,Stoughton,2020-06-17,600,3362,27658
02072,Stoughton,2020-06-24,602,3525,27658
02072,Stoughton,2020-07-01,610,4801,27658
02072,Stoughton,2020-07-08,617,5060,27658
02072,Stoughton,2020-07-15,621,5242,27658
02072,Stoughton,2020-07-22,613,5556,27658
02072,Stoughton,2020-07-29,612,5933,27658
02072,Stoughton,2020-08-05,619,6447,27658
02072,Stoughton,2020-08-12,628,6942,27658
02072,Stoughton,2020-08-19,633,7549,27658
02072,Stoughton,2020-08-26,634,8168,27658
02072,Stoughton,2020-09-02,640,8822,27658
02072,Stoughton,2020-09-09,643,9532,27658
02072,Stoughton,2020-09-16,653,10384,27658
01527,Millbury,2020-04-22,117,NA,13657
01527,Millbury,2020-04-29,144,NA,13657
01527,Millbury,2020-05-06,164,NA,13657
01527,Millbury,2020-05-13,173,NA,13657
01527,Millbury,2020-05-20,184,NA,13657
01527,Millbury,2020-05-27,198,1041,13657
01527,Millbury,2020-06-03,205,1160,13657
01527,Millbury,2020-06-10,204,1240,13657
01527,Millbury,2020-06-17,207,1314,13657
01527,Millbury,2020-06-24,210,1424,13657
01527,Millbury,2020-07-01,213,1893,13657
01527,Millbury,2020-07-08,214,2030,13657
01527,Millbury,2020-07-15,215,2127,13657
01527,Millbury,2020-07-22,216,2309,13657
01527,Millbury,2020-07-29,216,2492,13657
01527,Millbury,2020-08-05,224,2732,13657
01527,Millbury,2020-08-12,227,2966,13657
01527,Millbury,2020-08-19,229,3270,13657
01527,Millbury,2020-08-26,229,3542,13657
01527,Millbury,2020-09-02,231,3855,13657
01527,Millbury,2020-09-09,232,4165,13657
01527,Millbury,2020-09-16,233,4541,13657
01028,East Longmeadow,2020-04-22,116,NA,16915
01028,East Longmeadow,2020-04-29,178,NA,16915
01028,East Longmeadow,2020-05-06,200,NA,16915
01028,East Longmeadow,2020-05-13,224,NA,16915
01028,East Longmeadow,2020-05-20,238,NA,16915
01028,East Longmeadow,2020-05-27,256,1240,16915
01028,East Longmeadow,2020-06-03,267,1327,16915
01028,East Longmeadow,2020-06-10,270,1432,16915
01028,East Longmeadow,2020-06-17,270,1530,16915
01028,East Longmeadow,2020-06-24,271,1661,16915
01028,East Longmeadow,2020-07-01,273,2281,16915
01028,East Longmeadow,2020-07-08,274,2465,16915
01028,East Longmeadow,2020-07-15,275,2577,16915
01028,East Longmeadow,2020-07-22,277,2837,16915
01028,East Longmeadow,2020-07-29,278,3075,16915
01028,East Longmeadow,2020-08-12,286,3639,16915
01028,East Longmeadow,2020-08-19,288,4029,16915
01028,East Longmeadow,2020-08-26,288,4379,16915
01028,East Longmeadow,2020-09-02,293,5003,16915
01028,East Longmeadow,2020-09-09,296,5641,16915
01028,East Longmeadow,2020-09-16,301,6290,16915
01801,Woburn,2020-04-22,220,NA,41491
01801,Woburn,2020-05-06,424,NA,41491
01801,Woburn,2020-05-13,499,NA,41491
01801,Woburn,2020-05-20,531,NA,41491
01801,Woburn,2020-05-27,557,3154,41491
01801,Woburn,2020-06-03,586,3471,41491
01801,Woburn,2020-06-10,597,3798,41491
01801,Woburn,2020-06-17,613,4065,41491
01801,Woburn,2020-06-24,621,4445,41491
01801,Woburn,2020-07-01,632,6137,41491
01801,Woburn,2020-07-08,646,6613,41491
01801,Woburn,2020-07-15,650,7003,41491
01801,Woburn,2020-07-22,655,7575,41491
01801,Woburn,2020-07-29,662,8243,41491
01801,Woburn,2020-08-05,676,9006,41491
01801,Woburn,2020-08-12,682,9725,41491
01801,Woburn,2020-08-19,686,10591,41491
01801,Woburn,2020-08-26,693,11624,41491
01801,Woburn,2020-09-02,704,12739,41491
01801,Woburn,2020-09-09,716,13844,41491
01801,Woburn,2020-09-16,731,14996,41491
01521,Holland,2020-04-22,5,NA,2560
01521,Holland,2020-04-29,5,NA,2560
01521,Holland,2020-05-06,6,NA,2560
01521,Holland,2020-05-13,8,NA,2560
01521,Holland,2020-05-20,8,NA,2560
01521,Holland,2020-05-27,8,67,2560
01521,Holland,2020-06-03,8,75,2560
01521,Holland,2020-06-10,8,86,2560
01521,Holland,2020-06-17,8,96,2560
01521,Holland,2020-06-24,8,111,2560
01521,Holland,2020-07-01,8,156,2560
01521,Holland,2020-07-08,8,178,2560
01521,Holland,2020-07-15,8,206,2560
01521,Holland,2020-07-22,8,240,2560
01521,Holland,2020-07-29,9,283,2560
01521,Holland,2020-08-05,10,325,2560
01521,Holland,2020-08-12,10,382,2560
01521,Holland,2020-08-19,11,442,2560
01521,Holland,2020-08-26,11,512,2560
01521,Holland,2020-09-02,12,565,2560
01521,Holland,2020-09-09,12,619,2560
01521,Holland,2020-09-16,12,690,2560
01721,Ashland,2020-04-22,84,NA,19493
01721,Ashland,2020-04-29,128,NA,19493
01721,Ashland,2020-05-06,145,NA,19493
01721,Ashland,2020-05-13,179,NA,19493
01721,Ashland,2020-05-20,214,NA,19493
01721,Ashland,2020-05-27,232,1233,19493
01721,Ashland,2020-06-03,243,1365,19493
01721,Ashland,2020-06-10,246,1457,19493
01721,Ashland,2020-06-17,245,1610,19493
01721,Ashland,2020-06-24,247,1741,19493
01721,Ashland,2020-07-01,247,2386,19493
01721,Ashland,2020-07-08,248,2548,19493
01721,Ashland,2020-07-15,251,2659,19493
01721,Ashland,2020-07-22,252,2891,19493
01721,Ashland,2020-07-29,256,3222,19493
01721,Ashland,2020-08-05,262,3630,19493
01721,Ashland,2020-08-12,264,4085,19493
01721,Ashland,2020-08-19,269,4604,19493
01721,Ashland,2020-08-26,273,5088,19493
01721,Ashland,2020-09-02,284,5565,19493
01721,Ashland,2020-09-09,288,6053,19493
01721,Ashland,2020-09-16,299,6688,19493
01060,Northampton,2020-04-22,119,NA,29231
01060,Northampton,2020-04-29,167,NA,29231
01060,Northampton,2020-05-06,201,NA,29231
01060,Northampton,2020-05-13,238,NA,29231
01060,Northampton,2020-05-20,254,NA,29231
01060,Northampton,2020-05-27,269,1924,29231
01060,Northampton,2020-06-03,269,2143,29231
01060,Northampton,2020-06-10,269,2413,29231
01060,Northampton,2020-06-17,271,2674,29231
01060,Northampton,2020-06-24,273,3120,29231
01060,Northampton,2020-07-01,275,4597,29231
01060,Northampton,2020-07-08,281,5024,29231
01060,Northampton,2020-07-15,282,5360,29231
01060,Northampton,2020-07-22,283,6057,29231
01060,Northampton,2020-07-29,289,6739,29231
01060,Northampton,2020-08-05,304,7604,29231
01060,Northampton,2020-08-12,307,8408,29231
01060,Northampton,2020-08-19,316,9241,29231
01060,Northampton,2020-08-26,321,10242,29231
01060,Northampton,2020-09-02,320,11883,29231
01060,Northampton,2020-09-09,321,13748,29231
01060,Northampton,2020-09-16,322,15960,29231
02301,Brockton,2020-04-22,1763,NA,98248
02301,Brockton,2020-04-29,2735,NA,98248
02301,Brockton,2020-05-06,3179,NA,98248
02301,Brockton,2020-05-13,3429,NA,98248
02301,Brockton,2020-05-20,3773,NA,98248
02301,Brockton,2020-05-27,3961,13555,98248
02301,Brockton,2020-06-03,4064,14563,98248
02301,Brockton,2020-06-10,4136,15396,98248
02301,Brockton,2020-06-17,4172,16109,98248
02301,Brockton,2020-06-24,4197,16772,98248
02301,Brockton,2020-07-01,4225,23551,98248
02301,Brockton,2020-07-08,4254,24551,98248
02301,Brockton,2020-07-15,4275,25186,98248
02301,Brockton,2020-07-22,4317,26345,98248
02301,Brockton,2020-07-29,4364,27728,98248
02301,Brockton,2020-08-05,4426,29476,98248
02301,Brockton,2020-08-12,4470,31228,98248
02301,Brockton,2020-08-19,4533,33960,98248
02301,Brockton,2020-08-26,4584,36209,98248
02301,Brockton,2020-09-02,4632,38694,98248
02301,Brockton,2020-09-09,4664,41327,98248
02301,Brockton,2020-09-16,4722,44591,98248
01020,Chicopee,2020-04-22,176,NA,57015
01020,Chicopee,2020-04-29,248,NA,57015
01020,Chicopee,2020-05-06,288,NA,57015
01020,Chicopee,2020-05-13,332,NA,57015
01020,Chicopee,2020-05-20,373,NA,57015
01020,Chicopee,2020-05-27,396,3122,57015
01020,Chicopee,2020-06-03,407,3421,57015
01020,Chicopee,2020-06-10,415,3969,57015
01020,Chicopee,2020-06-17,422,4402,57015
01020,Chicopee,2020-06-24,433,4827,57015
01020,Chicopee,2020-07-01,443,6541,57015
01020,Chicopee,2020-07-08,457,7140,57015
01020,Chicopee,2020-07-15,469,7541,57015
01020,Chicopee,2020-07-22,488,8417,57015
01020,Chicopee,2020-07-29,509,9349,57015
01020,Chicopee,2020-08-05,541,10281,57015
01020,Chicopee,2020-08-12,557,11293,57015
01020,Chicopee,2020-08-19,573,12346,57015
01020,Chicopee,2020-08-26,580,13477,57015
01020,Chicopee,2020-09-02,594,15033,57015
01020,Chicopee,2020-09-09,602,16626,57015
01020,Chicopee,2020-09-16,611,18273,57015
02719,Fairhaven,2020-04-22,45,NA,16031
02719,Fairhaven,2020-04-29,92,NA,16031
02719,Fairhaven,2020-05-06,136,NA,16031
02719,Fairhaven,2020-05-13,158,NA,16031
02719,Fairhaven,2020-05-20,183,NA,16031
02719,Fairhaven,2020-05-27,211,1648,16031
02719,Fairhaven,2020-06-03,227,1796,16031
02719,Fairhaven,2020-06-10,236,1912,16031
02719,Fairhaven,2020-06-17,240,2140,16031
02719,Fairhaven,2020-06-24,240,2268,16031
02719,Fairhaven,2020-07-01,241,3023,16031
02719,Fairhaven,2020-07-08,243,3135,16031
02719,Fairhaven,2020-07-15,242,3302,16031
02719,Fairhaven,2020-07-22,247,3727,16031
02719,Fairhaven,2020-07-29,246,3913,16031
02719,Fairhaven,2020-08-05,247,4162,16031
02719,Fairhaven,2020-08-12,251,4390,16031
02719,Fairhaven,2020-08-19,254,4736,16031
02719,Fairhaven,2020-08-26,255,5015,16031
02719,Fairhaven,2020-09-02,257,5314,16031
02719,Fairhaven,2020-09-09,259,5586,16031
02719,Fairhaven,2020-09-16,264,6052,16031
01949,Middleton,2020-04-22,89,NA,10319
01949,Middleton,2020-04-29,109,NA,10319
01949,Middleton,2020-05-06,128,NA,10319
01949,Middleton,2020-05-13,132,NA,10319
01949,Middleton,2020-05-20,144,NA,10319
01949,Middleton,2020-05-27,159,753,10319
01949,Middleton,2020-06-03,160,824,10319
01949,Middleton,2020-06-10,161,880,10319
01949,Middleton,2020-06-17,163,951,10319
01949,Middleton,2020-06-24,163,1022,10319
01949,Middleton,2020-07-01,167,1394,10319
01949,Middleton,2020-07-08,167,1491,10319
01949,Middleton,2020-07-15,169,1547,10319
01949,Middleton,2020-07-22,172,1680,10319
01949,Middleton,2020-07-29,174,1819,10319
01949,Middleton,2020-08-05,179,1963,10319
01949,Middleton,2020-08-12,180,2119,10319
01949,Middleton,2020-08-19,180,2322,10319
01949,Middleton,2020-08-26,181,2509,10319
01949,Middleton,2020-09-02,181,2726,10319
01949,Middleton,2020-09-09,183,2918,10319
01949,Middleton,2020-09-16,185,3123,10319
01570,Webster,2020-04-22,48,NA,17191
01570,Webster,2020-04-29,75,NA,17191
01570,Webster,2020-05-06,100,NA,17191
01570,Webster,2020-05-13,123,NA,17191
01570,Webster,2020-05-20,148,NA,17191
01570,Webster,2020-05-27,163,1300,17191
01570,Webster,2020-06-03,189,1517,17191
01570,Webster,2020-06-10,204,1657,17191
01570,Webster,2020-06-17,216,1874,17191
01570,Webster,2020-06-24,248,1976,17191
01570,Webster,2020-07-01,253,2714,17191
01570,Webster,2020-07-08,257,3057,17191
01570,Webster,2020-07-15,263,3261,17191
01570,Webster,2020-07-22,268,3723,17191
01570,Webster,2020-07-29,270,4093,17191
01570,Webster,2020-08-05,272,4566,17191
01570,Webster,2020-08-12,278,4950,17191
01570,Webster,2020-08-19,281,5410,17191
01570,Webster,2020-08-26,283,5795,17191
01570,Webster,2020-09-02,285,6300,17191
01570,Webster,2020-09-09,284,6756,17191
01570,Webster,2020-09-16,287,7345,17191
01344,Erving,2020-04-22,3,NA,2094
01344,Erving,2020-04-29,3,NA,2094
01344,Erving,2020-05-06,5,NA,2094
01344,Erving,2020-05-13,6,NA,2094
01344,Erving,2020-05-20,6,NA,2094
01344,Erving,2020-05-27,6,89,2094
01344,Erving,2020-06-03,6,96,2094
01344,Erving,2020-06-10,6,105,2094
01344,Erving,2020-06-17,6,117,2094
01344,Erving,2020-06-24,6,132,2094
01344,Erving,2020-07-01,6,172,2094
01344,Erving,2020-07-08,6,195,2094
01344,Erving,2020-07-15,6,202,2094
01344,Erving,2020-07-22,6,229,2094
01344,Erving,2020-07-29,6,250,2094
01344,Erving,2020-08-05,6,280,2094
01344,Erving,2020-08-12,6,300,2094
01344,Erving,2020-08-19,6,326,2094
01344,Erving,2020-08-26,6,387,2094
01344,Erving,2020-09-02,6,436,2094
01344,Erving,2020-09-09,6,496,2094
01344,Erving,2020-09-16,6,568,2094
02184,Braintree,2020-04-22,418,NA,39360
02184,Braintree,2020-04-29,570,NA,39360
02184,Braintree,2020-05-06,668,NA,39360
02184,Braintree,2020-05-13,724,NA,39360
02184,Braintree,2020-05-20,754,NA,39360
02184,Braintree,2020-05-27,777,3213,39360
02184,Braintree,2020-06-03,793,3578,39360
02184,Braintree,2020-06-10,804,3852,39360
02184,Braintree,2020-06-17,808,4276,39360
02184,Braintree,2020-06-24,812,4578,39360
02184,Braintree,2020-07-01,812,6403,39360
02184,Braintree,2020-07-08,814,6850,39360
02184,Braintree,2020-07-15,816,7152,39360
02184,Braintree,2020-07-22,823,7741,39360
02184,Braintree,2020-07-29,831,8293,39360
02184,Braintree,2020-08-05,836,8823,39360
02184,Braintree,2020-08-12,837,9543,39360
02184,Braintree,2020-08-19,844,10592,39360
02184,Braintree,2020-08-26,850,11465,39360
02184,Braintree,2020-09-02,859,12510,39360
02184,Braintree,2020-09-09,858,13603,39360
02184,Braintree,2020-09-16,870,14841,39360
01830,Haverhill,2020-04-22,385,NA,65846
01830,Haverhill,2020-04-29,600,NA,65846
01830,Haverhill,2020-05-06,833,NA,65846
01830,Haverhill,2020-05-13,950,NA,65846
01830,Haverhill,2020-05-20,1066,NA,65846
01830,Haverhill,2020-05-27,1104,6336,65846
01830,Haverhill,2020-06-03,1135,6893,65846
01830,Haverhill,2020-06-10,1180,7438,65846
01830,Haverhill,2020-06-17,1209,7869,65846
01830,Haverhill,2020-06-24,1217,8413,65846
01830,Haverhill,2020-07-01,1242,11296,65846
01830,Haverhill,2020-07-08,1247,11990,65846
01830,Haverhill,2020-07-15,1250,12463,65846
01830,Haverhill,2020-07-22,1262,13482,65846
01830,Haverhill,2020-07-29,1275,14504,65846
01830,Haverhill,2020-08-05,1283,15691,65846
01830,Haverhill,2020-08-12,1291,16826,65846
01830,Haverhill,2020-08-19,1306,18357,65846
01830,Haverhill,2020-08-26,1329,19725,65846
01830,Haverhill,2020-09-02,1361,21491,65846
01830,Haverhill,2020-09-09,1386,23731,65846
01830,Haverhill,2020-09-16,1404,26086,65846
01254,Richmond,2020-04-22,5,NA,1328
01254,Richmond,2020-04-29,5,NA,1328
01254,Richmond,2020-05-06,5,NA,1328
01254,Richmond,2020-05-13,5,NA,1328
01254,Richmond,2020-05-20,5,NA,1328
01254,Richmond,2020-05-27,5,40,1328
01254,Richmond,2020-06-03,5,49,1328
01254,Richmond,2020-06-10,5,59,1328
01254,Richmond,2020-06-17,5,68,1328
01254,Richmond,2020-06-24,5,81,1328
01254,Richmond,2020-07-01,5,112,1328
01254,Richmond,2020-07-08,5,133,1328
01254,Richmond,2020-07-15,5,142,1328
01254,Richmond,2020-07-22,5,168,1328
01254,Richmond,2020-07-29,5,198,1328
01254,Richmond,2020-08-05,5,218,1328
01254,Richmond,2020-08-12,5,242,1328
01254,Richmond,2020-08-19,5,274,1328
01254,Richmond,2020-08-26,5,300,1328
01254,Richmond,2020-09-02,5,332,1328
01254,Richmond,2020-09-09,5,363,1328
01254,Richmond,2020-09-16,5,396,1328
02356,Easton,2020-04-22,162,NA,23698
02356,Easton,2020-04-29,195,NA,23698
02356,Easton,2020-05-06,213,NA,23698
02356,Easton,2020-05-13,224,NA,23698
02356,Easton,2020-05-20,248,NA,23698
02356,Easton,2020-05-27,260,1718,23698
02356,Easton,2020-06-03,259,1885,23698
02356,Easton,2020-06-10,263,2022,23698
02356,Easton,2020-06-17,269,2156,23698
02356,Easton,2020-06-24,269,2309,23698
02356,Easton,2020-07-01,274,3226,23698
02356,Easton,2020-07-08,275,3440,23698
02356,Easton,2020-07-15,278,3552,23698
02356,Easton,2020-07-22,281,3750,23698
02356,Easton,2020-07-29,290,4060,23698
02356,Easton,2020-08-05,294,4513,23698
02356,Easton,2020-08-12,300,5275,23698
02356,Easton,2020-08-19,309,6767,23698
02356,Easton,2020-08-26,318,8368,23698
02356,Easton,2020-09-02,324,11099,23698
02356,Easton,2020-09-09,331,14028,23698
02356,Easton,2020-09-16,333,16811,23698
02642,Eastham,2020-04-22,7,NA,4646
02642,Eastham,2020-04-29,10,NA,4646
02642,Eastham,2020-05-06,10,NA,4646
02642,Eastham,2020-05-13,10,NA,4646
02642,Eastham,2020-05-20,10,NA,4646
02642,Eastham,2020-05-27,10,172,4646
02642,Eastham,2020-06-03,10,204,4646
02642,Eastham,2020-06-10,10,230,4646
02642,Eastham,2020-06-17,10,258,4646
02642,Eastham,2020-06-24,10,350,4646
02642,Eastham,2020-07-01,10,493,4646
02642,Eastham,2020-07-08,10,533,4646
02642,Eastham,2020-07-15,10,583,4646
02642,Eastham,2020-07-22,12,650,4646
02642,Eastham,2020-07-29,14,708,4646
02642,Eastham,2020-08-05,14,773,4646
02642,Eastham,2020-08-12,14,838,4646
02642,Eastham,2020-08-19,14,927,4646
02642,Eastham,2020-08-26,14,1009,4646
02642,Eastham,2020-09-02,14,1063,4646
02642,Eastham,2020-09-09,14,1114,4646
02642,Eastham,2020-09-16,14,1189,4646
01773,Lincoln,2020-04-22,25,NA,8653
01773,Lincoln,2020-04-29,25,NA,8653
01773,Lincoln,2020-05-06,29,NA,8653
01773,Lincoln,2020-05-13,30,NA,8653
01773,Lincoln,2020-05-20,32,NA,8653
01773,Lincoln,2020-05-27,34,447,8653
01773,Lincoln,2020-06-03,36,483,8653
01773,Lincoln,2020-06-10,37,536,8653
01773,Lincoln,2020-06-17,38,588,8653
01773,Lincoln,2020-06-24,38,658,8653
01773,Lincoln,2020-07-01,40,996,8653
01773,Lincoln,2020-07-08,41,1076,8653
01773,Lincoln,2020-07-15,41,1140,8653
01773,Lincoln,2020-07-22,41,1215,8653
01773,Lincoln,2020-07-29,41,1365,8653
01773,Lincoln,2020-08-05,44,1509,8653
01773,Lincoln,2020-08-12,45,1652,8653
01773,Lincoln,2020-08-19,46,1858,8653
01773,Lincoln,2020-08-26,47,2030,8653
01773,Lincoln,2020-09-02,47,2185,8653
01773,Lincoln,2020-09-09,48,2378,8653
01773,Lincoln,2020-09-16,48,2593,8653
01985,West Newbury,2020-04-22,3,NA,4082
01985,West Newbury,2020-04-29,5,NA,4082
01985,West Newbury,2020-05-06,5,NA,4082
01985,West Newbury,2020-05-13,6,NA,4082
01985,West Newbury,2020-05-20,6,NA,4082
01985,West Newbury,2020-05-27,8,138,4082
01985,West Newbury,2020-06-03,8,166,4082
01985,West Newbury,2020-06-10,8,189,4082
01985,West Newbury,2020-06-17,10,224,4082
01985,West Newbury,2020-06-24,10,282,4082
01985,West Newbury,2020-07-01,10,399,4082
01985,West Newbury,2020-07-08,10,473,4082
01985,West Newbury,2020-07-15,10,519,4082
01985,West Newbury,2020-07-22,10,558,4082
01985,West Newbury,2020-07-29,14,624,4082
01985,West Newbury,2020-08-05,14,690,4082
01985,West Newbury,2020-08-12,14,766,4082
01985,West Newbury,2020-08-19,14,871,4082
01985,West Newbury,2020-08-26,16,993,4082
01985,West Newbury,2020-09-02,16,1104,4082
01985,West Newbury,2020-09-09,17,1212,4082
01985,West Newbury,2020-09-16,15,1333,4082
01923,Danvers,2020-04-22,316,NA,28556
01923,Danvers,2020-04-29,467,NA,28556
01923,Danvers,2020-05-06,539,NA,28556
01923,Danvers,2020-05-13,616,NA,28556
01923,Danvers,2020-05-20,643,NA,28556
01923,Danvers,2020-05-27,678,3319,28556
01923,Danvers,2020-06-03,706,3581,28556
01923,Danvers,2020-06-10,717,3794,28556
01923,Danvers,2020-06-17,719,3939,28556
01923,Danvers,2020-06-24,725,4151,28556
01923,Danvers,2020-07-01,737,6379,28556
01923,Danvers,2020-07-08,738,6838,28556
01923,Danvers,2020-07-15,741,7253,28556
01923,Danvers,2020-07-22,744,7741,28556
01923,Danvers,2020-07-29,747,8195,28556
01923,Danvers,2020-08-05,757,8798,28556
01923,Danvers,2020-08-12,761,9270,28556
01923,Danvers,2020-08-19,766,9937,28556
01923,Danvers,2020-08-26,770,10714,28556
01923,Danvers,2020-09-02,774,11467,28556
01923,Danvers,2020-09-09,779,12189,28556
01923,Danvers,2020-09-16,789,12923,28556
01929,Essex,2020-04-22,12,NA,3721
01929,Essex,2020-04-29,15,NA,3721
01929,Essex,2020-05-06,17,NA,3721
01929,Essex,2020-05-13,17,NA,3721
01929,Essex,2020-05-20,21,NA,3721
01929,Essex,2020-05-27,22,170,3721
01929,Essex,2020-06-03,23,196,3721
01929,Essex,2020-06-10,23,216,3721
01929,Essex,2020-06-17,23,236,3721
01929,Essex,2020-06-24,24,260,3721
01929,Essex,2020-07-01,24,375,3721
01929,Essex,2020-07-08,24,410,3721
01929,Essex,2020-07-15,24,442,3721
01929,Essex,2020-07-22,24,483,3721
01929,Essex,2020-07-29,24,536,3721
01929,Essex,2020-08-05,24,580,3721
01929,Essex,2020-08-12,24,633,3721
01929,Essex,2020-08-19,24,694,3721
01929,Essex,2020-08-26,24,770,3721
01929,Essex,2020-09-02,24,845,3721
01929,Essex,2020-09-09,24,911,3721
01929,Essex,2020-09-16,25,970,3721
02666,Truro,2020-04-22,9,NA,1975
02666,Truro,2020-04-29,9,NA,1975
02666,Truro,2020-05-06,10,NA,1975
02666,Truro,2020-05-13,9,NA,1975
02666,Truro,2020-05-20,9,NA,1975
02666,Truro,2020-05-27,9,78,1975
02666,Truro,2020-06-03,9,87,1975
02666,Truro,2020-06-10,9,100,1975
02666,Truro,2020-06-17,10,122,1975
02666,Truro,2020-06-24,10,198,1975
02666,Truro,2020-07-01,10,257,1975
02666,Truro,2020-07-08,10,273,1975
02666,Truro,2020-07-15,10,301,1975
02666,Truro,2020-07-22,10,327,1975
02666,Truro,2020-07-29,10,346,1975
02666,Truro,2020-08-05,11,380,1975
02666,Truro,2020-08-12,11,412,1975
02666,Truro,2020-08-19,11,457,1975
02666,Truro,2020-08-26,11,557,1975
02666,Truro,2020-09-02,11,592,1975
02666,Truro,2020-09-09,12,618,1975
02666,Truro,2020-09-16,12,644,1975
01864,North Reading,2020-04-22,119,NA,16535
01864,North Reading,2020-04-29,141,NA,16535
01864,North Reading,2020-05-06,158,NA,16535
01864,North Reading,2020-05-13,166,NA,16535
01864,North Reading,2020-05-20,175,NA,16535
01864,North Reading,2020-05-27,183,837,16535
01864,North Reading,2020-06-03,184,944,16535
01864,North Reading,2020-06-10,186,1025,16535
01864,North Reading,2020-06-17,187,1143,16535
01864,North Reading,2020-06-24,187,1269,16535
01864,North Reading,2020-07-01,191,1773,16535
01864,North Reading,2020-07-08,192,1941,16535
01864,North Reading,2020-07-15,193,2091,16535
01864,North Reading,2020-07-22,196,2325,16535
01864,North Reading,2020-07-29,198,2569,16535
01864,North Reading,2020-08-05,199,2897,16535
01864,North Reading,2020-08-12,201,3248,16535
01864,North Reading,2020-08-19,208,3614,16535
01864,North Reading,2020-08-26,211,4062,16535
01864,North Reading,2020-09-02,213,4579,16535
01864,North Reading,2020-09-09,215,5047,16535
01864,North Reading,2020-09-16,216,5547,16535
02713,Gosnold,2020-04-22,0,NA,1500
02713,Gosnold,2020-04-29,0,NA,1500
02713,Gosnold,2020-05-06,0,NA,1500
02713,Gosnold,2020-05-13,0,NA,1500
02713,Gosnold,2020-05-20,0,NA,1500
02713,Gosnold,2020-05-27,0,0,1500
02713,Gosnold,2020-06-03,0,0,1500
02713,Gosnold,2020-06-10,0,0,1500
02713,Gosnold,2020-06-17,0,0,1500
02713,Gosnold,2020-06-24,0,0,1500
02713,Gosnold,2020-07-01,0,0,1500
02713,Gosnold,2020-07-08,0,0,1500
02713,Gosnold,2020-07-15,0,0,1500
02713,Gosnold,2020-07-22,5,23,1500
02713,Gosnold,2020-07-29,5,103,1500
02713,Gosnold,2020-08-05,5,104,1500
02713,Gosnold,2020-08-12,5,104,1500
02713,Gosnold,2020-08-19,5,104,1500
02713,Gosnold,2020-08-26,5,105,1500
02713,Gosnold,2020-09-02,5,108,1500
02713,Gosnold,2020-09-09,5,108,1500
02713,Gosnold,2020-09-16,5,109,1500
02738,Marion,2020-04-22,3,NA,4641
02738,Marion,2020-04-29,7,NA,4641
02738,Marion,2020-05-06,7,NA,4641
02738,Marion,2020-05-13,9,NA,4641
02738,Marion,2020-05-20,11,NA,4641
02738,Marion,2020-05-27,13,445,4641
02738,Marion,2020-06-03,13,478,4641
