zipcode,Town,date,Count,Tests,town_population
01364,Orange,2020-09-16,49,2712,8163
01378,Warwick,2020-04-22,0,NA,1500
01378,Warwick,2020-04-29,0,NA,1500
01378,Warwick,2020-05-06,0,NA,1500
01378,Warwick,2020-05-13,0,NA,1500
01378,Warwick,2020-05-20,0,NA,1500
01378,Warwick,2020-05-27,0,30,1500
01378,Warwick,2020-06-03,0,38,1500
01378,Warwick,2020-06-10,0,41,1500
01378,Warwick,2020-06-17,0,43,1500
01378,Warwick,2020-06-24,0,48,1500
01378,Warwick,2020-07-01,0,66,1500
01378,Warwick,2020-07-08,0,74,1500
01378,Warwick,2020-07-15,0,80,1500
01378,Warwick,2020-07-22,0,88,1500
01378,Warwick,2020-07-29,0,98,1500
01378,Warwick,2020-08-05,0,115,1500
01378,Warwick,2020-08-12,0,123,1500
01378,Warwick,2020-08-19,0,139,1500
01378,Warwick,2020-08-26,0,156,1500
01378,Warwick,2020-09-02,0,172,1500
01378,Warwick,2020-09-09,0,190,1500
01378,Warwick,2020-09-16,0,206,1500
01541,Princeton,2020-04-22,3,NA,3262
01541,Princeton,2020-04-29,3,NA,3262
01541,Princeton,2020-05-06,3,NA,3262
01541,Princeton,2020-05-13,3,NA,3262
01541,Princeton,2020-05-20,3,NA,3262
01541,Princeton,2020-05-27,0,161,3262
01541,Princeton,2020-06-03,6,188,3262
01541,Princeton,2020-06-10,6,219,3262
01541,Princeton,2020-06-17,6,241,3262
01541,Princeton,2020-06-24,6,260,3262
01541,Princeton,2020-07-01,6,355,3262
01541,Princeton,2020-07-08,6,388,3262
01541,Princeton,2020-07-15,6,433,3262
01541,Princeton,2020-07-22,6,498,3262
01541,Princeton,2020-07-29,8,546,3262
01541,Princeton,2020-08-05,8,625,3262
01541,Princeton,2020-08-12,8,713,3262
01541,Princeton,2020-08-19,8,832,3262
01541,Princeton,2020-08-26,8,927,3262
01541,Princeton,2020-09-02,8,1024,3262
01541,Princeton,2020-09-09,8,1138,3262
01541,Princeton,2020-09-16,8,1271,3262
01473,Westminster,2020-04-22,13,NA,7332
01473,Westminster,2020-04-29,14,NA,7332
01473,Westminster,2020-05-06,17,NA,7332
01473,Westminster,2020-05-13,19,NA,7332
01473,Westminster,2020-05-20,25,NA,7332
01473,Westminster,2020-05-27,29,419,7332
01473,Westminster,2020-06-03,32,471,7332
01473,Westminster,2020-06-10,32,516,7332
01473,Westminster,2020-06-17,32,564,7332
01473,Westminster,2020-06-24,32,642,7332
01473,Westminster,2020-07-01,32,890,7332
01473,Westminster,2020-07-08,32,975,7332
01473,Westminster,2020-07-15,33,1034,7332
01473,Westminster,2020-07-22,33,1153,7332
01473,Westminster,2020-07-29,33,1291,7332
01473,Westminster,2020-08-05,33,1419,7332
01473,Westminster,2020-08-12,34,1567,7332
01473,Westminster,2020-08-19,34,1712,7332
01473,Westminster,2020-08-26,35,1875,7332
01473,Westminster,2020-09-02,37,2055,7332
01473,Westminster,2020-09-09,38,2217,7332
01473,Westminster,2020-09-16,39,2425,7332
02554,Nantucket,2020-04-22,9,NA,11339
02554,Nantucket,2020-04-29,11,NA,11339
02554,Nantucket,2020-05-06,12,NA,11339
02554,Nantucket,2020-05-13,12,NA,11339
02554,Nantucket,2020-05-20,12,NA,11339
02554,Nantucket,2020-05-27,13,559,11339
02554,Nantucket,2020-06-03,13,629,11339
02554,Nantucket,2020-06-10,13,718,11339
02554,Nantucket,2020-06-17,13,842,11339
02554,Nantucket,2020-06-24,13,970,11339
02554,Nantucket,2020-07-01,16,1355,11339
02554,Nantucket,2020-07-08,19,1592,11339
02554,Nantucket,2020-07-15,22,1785,11339
02554,Nantucket,2020-07-22,26,2071,11339
02554,Nantucket,2020-07-29,30,2367,11339
02554,Nantucket,2020-08-05,30,2597,11339
02554,Nantucket,2020-08-12,34,2825,11339
02554,Nantucket,2020-08-19,34,3162,11339
02554,Nantucket,2020-08-26,38,3517,11339
02554,Nantucket,2020-09-02,42,3940,11339
02554,Nantucket,2020-09-09,46,4192,11339
02554,Nantucket,2020-09-16,79,4959,11339
01543,Rutland,2020-04-22,22,NA,9009
01543,Rutland,2020-04-29,28,NA,9009
01543,Rutland,2020-05-06,33,NA,9009
01543,Rutland,2020-05-13,37,NA,9009
01543,Rutland,2020-05-20,43,NA,9009
01543,Rutland,2020-05-27,47,460,9009
01543,Rutland,2020-06-03,52,513,9009
01543,Rutland,2020-06-10,52,560,9009
01543,Rutland,2020-06-17,52,607,9009
01543,Rutland,2020-06-24,53,664,9009
01543,Rutland,2020-07-01,53,922,9009
01543,Rutland,2020-07-08,53,993,9009
01543,Rutland,2020-07-15,54,1064,9009
01543,Rutland,2020-07-22,54,1175,9009
01543,Rutland,2020-07-29,54,1288,9009
01543,Rutland,2020-08-05,54,1469,9009
01543,Rutland,2020-08-12,56,1646,9009
01543,Rutland,2020-08-19,58,1873,9009
01543,Rutland,2020-08-26,59,2122,9009
01543,Rutland,2020-09-02,59,2356,9009
01543,Rutland,2020-09-09,59,2636,9009
01543,Rutland,2020-09-16,61,2948,9009
01256,Savoy,2020-04-22,3,NA,1500
01256,Savoy,2020-04-29,3,NA,1500
01256,Savoy,2020-05-06,3,NA,1500
01256,Savoy,2020-05-13,3,NA,1500
01256,Savoy,2020-05-20,3,NA,1500
01256,Savoy,2020-05-27,0,28,1500
01256,Savoy,2020-06-03,0,31,1500
01256,Savoy,2020-06-10,3,32,1500
01256,Savoy,2020-06-17,3,32,1500
01256,Savoy,2020-06-24,3,34,1500
01256,Savoy,2020-07-01,0,40,1500
01256,Savoy,2020-07-08,3,47,1500
01256,Savoy,2020-07-15,3,55,1500
01256,Savoy,2020-07-22,3,73,1500
01256,Savoy,2020-07-29,3,78,1500
01256,Savoy,2020-08-05,3,87,1500
01256,Savoy,2020-08-12,3,97,1500
01256,Savoy,2020-08-19,3,102,1500
01256,Savoy,2020-08-26,3,109,1500
01256,Savoy,2020-09-02,3,119,1500
01256,Savoy,2020-09-09,3,128,1500
01256,Savoy,2020-09-16,3,141,1500
02770,Rochester,2020-04-22,8,NA,5638
02770,Rochester,2020-04-29,14,NA,5638
02770,Rochester,2020-05-06,19,NA,5638
02770,Rochester,2020-05-13,22,NA,5638
02770,Rochester,2020-05-20,26,NA,5638
02770,Rochester,2020-05-27,31,299,5638
02770,Rochester,2020-06-03,33,339,5638
02770,Rochester,2020-06-10,34,380,5638
02770,Rochester,2020-06-17,34,424,5638
02770,Rochester,2020-06-24,34,465,5638
02770,Rochester,2020-07-01,35,647,5638
02770,Rochester,2020-07-08,37,680,5638
02770,Rochester,2020-07-15,38,696,5638
02770,Rochester,2020-07-22,39,751,5638
02770,Rochester,2020-07-29,39,808,5638
02770,Rochester,2020-08-05,39,858,5638
02770,Rochester,2020-08-12,40,945,5638
02770,Rochester,2020-08-19,42,1030,5638
02770,Rochester,2020-08-26,42,1126,5638
02770,Rochester,2020-09-02,42,1219,5638
02770,Rochester,2020-09-09,42,1313,5638
02770,Rochester,2020-09-16,44,1452,5638
01360,Northfield,2020-04-22,3,NA,1500
01360,Northfield,2020-04-29,0,NA,1500
01360,Northfield,2020-05-06,0,NA,1500
01360,Northfield,2020-05-13,3,NA,1500
01360,Northfield,2020-05-20,3,NA,1500
01360,Northfield,2020-05-27,0,127,1500
01360,Northfield,2020-06-03,0,137,1500
01360,Northfield,2020-06-10,3,148,1500
01360,Northfield,2020-06-17,3,162,1500
01360,Northfield,2020-06-24,3,183,1500
01360,Northfield,2020-07-01,0,238,1500
01360,Northfield,2020-07-08,3,265,1500
01360,Northfield,2020-07-15,3,283,1500
01360,Northfield,2020-07-22,3,338,1500
01360,Northfield,2020-07-29,3,381,1500
01360,Northfield,2020-08-05,3,432,1500
01360,Northfield,2020-08-12,3,489,1500
01360,Northfield,2020-08-19,3,554,1500
01360,Northfield,2020-08-26,3,696,1500
01360,Northfield,2020-09-02,3,771,1500
01360,Northfield,2020-09-09,3,1029,1500
01360,Northfield,2020-09-16,3,1157,1500
01337,Bernardston,2020-04-22,3,NA,2091
01337,Bernardston,2020-04-29,3,NA,2091
01337,Bernardston,2020-05-06,6,NA,2091
01337,Bernardston,2020-05-13,6,NA,2091
01337,Bernardston,2020-05-20,6,NA,2091
01337,Bernardston,2020-05-27,6,92,2091
01337,Bernardston,2020-06-03,6,107,2091
01337,Bernardston,2020-06-10,6,120,2091
01337,Bernardston,2020-06-17,6,133,2091
01337,Bernardston,2020-06-24,6,164,2091
01337,Bernardston,2020-07-01,7,202,2091
01337,Bernardston,2020-07-08,7,226,2091
01337,Bernardston,2020-07-15,7,241,2091
01337,Bernardston,2020-07-22,7,283,2091
01337,Bernardston,2020-07-29,7,316,2091
01337,Bernardston,2020-08-05,7,352,2091
01337,Bernardston,2020-08-12,7,394,2091
01337,Bernardston,2020-08-19,7,428,2091
01337,Bernardston,2020-08-26,7,487,2091
01337,Bernardston,2020-09-02,8,557,2091
01337,Bernardston,2020-09-09,8,629,2091
01337,Bernardston,2020-09-16,8,726,2091
01010,Brimfield,2020-04-22,3,NA,3725
01010,Brimfield,2020-04-29,3,NA,3725
01010,Brimfield,2020-05-06,3,NA,3725
01010,Brimfield,2020-05-13,3,NA,3725
01010,Brimfield,2020-05-20,3,NA,3725
01010,Brimfield,2020-05-27,5,134,3725
01010,Brimfield,2020-06-03,6,147,3725
